Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-02 04:55:00-05:00,421.25,421.25,421.25,421.25,0,0.0,0.0
2024-12-02 04:56:00-05:00,421.4,421.4,421.4,421.4,0,0.0,0.0
2024-12-02 04:57:00-05:00,421.3,421.3,421.21,421.21,0,0.0,0.0
2024-12-02 05:01:00-05:00,421.05,421.05,421.01,421.01,0,0.0,0.0
2024-12-02 05:04:00-05:00,420.88,421.15,420.88,421.15,0,0.0,0.0
2024-12-02 05:06:00-05:00,421.19,421.2,421.19,421.2,0,0.0,0.0
2024-12-02 05:08:00-05:00,421.1,421.1,421.1,421.1,0,0.0,0.0
2024-12-02 05:14:00-05:00,421.2,421.49,421.2,421.49,0,0.0,0.0
2024-12-02 05:16:00-05:00,421.31,421.31,421.31,421.31,0,0.0,0.0
2024-12-02 05:18:00-05:00,421.4,421.4,421.4,421.4,0,0.0,0.0
2024-12-02 05:19:00-05:00,421.36,421.36,421.36,421.36,0,0.0,0.0
2024-12-02 05:21:00-05:00,421.4,421.41,421.4,421.41,0,0.0,0.0
2024-12-02 05:22:00-05:00,421.5,421.65,421.5,421.65,0,0.0,0.0
2024-12-02 05:24:00-05:00,421.54,421.54,421.54,421.54,0,0.0,0.0
2024-12-02 05:25:00-05:00,421.54,421.6,421.54,421.6,0,0.0,0.0
2024-12-02 05:28:00-05:00,421.6,421.6,421.6,421.6,0,0.0,0.0
2024-12-02 05:29:00-05:00,421.54,421.54,421.5,421.5,0,0.0,0.0
2024-12-02 05:30:00-05:00,421.5,421.5,421.32,421.32,0,0.0,0.0
2024-12-02 05:32:00-05:00,421.43,421.43,421.35,421.35,0,0.0,0.0
2024-12-02 05:35:00-05:00,421.45,421.45,421.45,421.45,0,0.0,0.0
2024-12-02 05:40:00-05:00,421.55,421.55,421.55,421.55,0,0.0,0.0
2024-12-02 05:41:00-05:00,421.56,421.56,421.54,421.54,0,0.0,0.0
2024-12-02 05:42:00-05:00,421.57,421.57,421.57,421.57,0,0.0,0.0
2024-12-02 05:48:00-05:00,421.57,421.57,421.57,421.57,0,0.0,0.0
2024-12-02 05:50:00-05:00,421.55,421.6,421.55,421.56,0,0.0,0.0
2024-12-02 05:51:00-05:00,421.55,421.56,421.46,421.52,0,0.0,0.0
2024-12-02 05:53:00-05:00,421.49,421.49,421.49,421.49,0,0.0,0.0
2024-12-02 05:54:00-05:00,421.59,421.59,421.59,421.59,0,0.0,0.0
2024-12-02 05:55:00-05:00,421.57,421.57,421.57,421.57,0,0.0,0.0
2024-12-02 05:56:00-05:00,421.58,421.58,421.58,421.58,0,0.0,0.0
2024-12-02 05:57:00-05:00,421.58,421.58,421.58,421.58,0,0.0,0.0
2024-12-02 05:59:00-05:00,421.58,421.58,421.58,421.58,0,0.0,0.0
2024-12-02 06:00:00-05:00,421.7,421.75,421.68,421.75,0,0.0,0.0
2024-12-02 06:01:00-05:00,421.75,421.75,421.74,421.74,0,0.0,0.0
2024-12-02 06:02:00-05:00,421.73,421.75,421.73,421.75,0,0.0,0.0
2024-12-02 06:03:00-05:00,421.7,421.7,421.69,421.69,0,0.0,0.0
2024-12-02 06:04:00-05:00,421.69,421.75,421.69,421.71,0,0.0,0.0
2024-12-02 06:05:00-05:00,421.72,421.72,421.72,421.72,0,0.0,0.0
2024-12-02 06:06:00-05:00,421.74,421.74,421.66,421.66,0,0.0,0.0
2024-12-02 06:09:00-05:00,421.72,421.72,421.72,421.72,0,0.0,0.0
2024-12-02 06:10:00-05:00,421.72,421.72,421.72,421.72,0,0.0,0.0
2024-12-02 06:11:00-05:00,421.67,421.72,421.67,421.72,0,0.0,0.0
2024-12-02 06:12:00-05:00,421.72,421.72,421.7,421.7,0,0.0,0.0
2024-12-02 06:13:00-05:00,421.71,421.75,421.71,421.75,0,0.0,0.0
2024-12-02 06:14:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:15:00-05:00,421.75,421.75,421.65,421.65,0,0.0,0.0
2024-12-02 06:17:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:19:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:20:00-05:00,421.71,421.75,421.71,421.75,0,0.0,0.0
2024-12-02 06:21:00-05:00,421.73,421.73,421.73,421.73,0,0.0,0.0
2024-12-02 06:22:00-05:00,421.75,421.75,421.62,421.62,0,0.0,0.0
2024-12-02 06:26:00-05:00,421.71,421.72,421.71,421.72,0,0.0,0.0
2024-12-02 06:27:00-05:00,421.74,421.74,421.74,421.74,0,0.0,0.0
2024-12-02 06:34:00-05:00,421.62,421.62,421.62,421.62,0,0.0,0.0
2024-12-02 06:35:00-05:00,421.62,421.62,421.62,421.62,0,0.0,0.0
2024-12-02 06:37:00-05:00,421.62,421.62,421.62,421.62,0,0.0,0.0
2024-12-02 06:38:00-05:00,421.62,421.62,421.62,421.62,0,0.0,0.0
2024-12-02 06:39:00-05:00,421.73,421.73,421.73,421.73,0,0.0,0.0
2024-12-02 06:41:00-05:00,421.75,421.75,421.7,421.7,0,0.0,0.0
2024-12-02 06:42:00-05:00,421.74,421.75,421.74,421.75,0,0.0,0.0
2024-12-02 06:43:00-05:00,421.7,421.7,421.7,421.7,0,0.0,0.0
2024-12-02 06:44:00-05:00,421.66,421.66,421.64,421.64,0,0.0,0.0
2024-12-02 06:45:00-05:00,421.66,421.66,421.66,421.66,0,0.0,0.0
2024-12-02 06:46:00-05:00,421.68,421.68,421.68,421.68,0,0.0,0.0
2024-12-02 06:48:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:49:00-05:00,421.74,421.74,421.74,421.74,0,0.0,0.0
2024-12-02 06:50:00-05:00,421.73,421.75,421.73,421.75,0,0.0,0.0
2024-12-02 06:51:00-05:00,421.71,421.71,421.71,421.71,0,0.0,0.0
2024-12-02 06:52:00-05:00,421.7,421.7,421.68,421.68,0,0.0,0.0
2024-12-02 06:53:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:54:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:56:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:57:00-05:00,421.71,421.71,421.71,421.71,0,0.0,0.0
2024-12-02 06:58:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 06:59:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 07:00:00-05:00,421.75,421.75,421.75,421.75,0,0.0,0.0
2024-12-02 07:01:00-05:00,421.74,421.9,421.74,421.85,0,0.0,0.0
2024-12-02 07:02:00-05:00,421.94,421.95,421.94,421.95,0,0.0,0.0
2024-12-02 07:03:00-05:00,422.0,422.1,422.0,422.1,0,0.0,0.0
2024-12-02 07:04:00-05:00,422.01,422.01,422.01,422.01,0,0.0,0.0
2024-12-02 07:05:00-05:00,422.2,422.2,422.2,422.2,0,0.0,0.0
2024-12-02 07:07:00-05:00,422.2,422.2,422.2,422.2,0,0.0,0.0
2024-12-02 07:08:00-05:00,422.2,422.53,422.2,422.52,0,0.0,0.0
2024-12-02 07:09:00-05:00,422.52,422.52,422.52,422.52,0,0.0,0.0
2024-12-02 07:10:00-05:00,422.6,422.64,422.6,422.64,0,0.0,0.0
2024-12-02 07:11:00-05:00,422.58,422.58,422.58,422.58,0,0.0,0.0
2024-12-02 07:12:00-05:00,422.58,422.72,422.58,422.72,0,0.0,0.0
2024-12-02 07:13:00-05:00,422.75,422.75,422.7,422.7,0,0.0,0.0
2024-12-02 07:14:00-05:00,422.64,422.64,422.6,422.64,0,0.0,0.0
2024-12-02 07:15:00-05:00,422.6,422.6,422.6,422.6,0,0.0,0.0
2024-12-02 07:16:00-05:00,422.6,422.6,422.6,422.6,0,0.0,0.0
2024-12-02 07:17:00-05:00,422.6,422.6,422.52,422.52,0,0.0,0.0
2024-12-02 07:18:00-05:00,422.54,422.54,422.54,422.54,0,0.0,0.0
2024-12-02 07:19:00-05:00,422.53,422.53,422.41,422.41,0,0.0,0.0
2024-12-02 07:20:00-05:00,422.43,422.43,422.43,422.43,0,0.0,0.0
2024-12-02 07:22:00-05:00,422.5,422.59,422.5,422.59,0,0.0,0.0
2024-12-02 07:23:00-05:00,422.46,422.46,422.42,422.42,0,0.0,0.0
2024-12-02 07:24:00-05:00,422.4,422.4,422.38,422.38,0,0.0,0.0
2024-12-02 07:25:00-05:00,422.4,422.4,422.4,422.4,0,0.0,0.0
2024-12-02 07:27:00-05:00,422.5,422.5,422.5,422.5,0,0.0,0.0
2024-12-02 07:28:00-05:00,422.5,422.5,422.5,422.5,0,0.0,0.0
2024-12-02 07:29:00-05:00,422.45,422.45,422.45,422.45,0,0.0,0.0
2024-12-02 07:30:00-05:00,422.44,422.44,422.44,422.44,0,0.0,0.0
2024-12-02 07:33:00-05:00,422.4,422.4,422.4,422.4,0,0.0,0.0
2024-12-02 07:34:00-05:00,422.58,422.58,422.46,422.46,0,0.0,0.0
2024-12-02 07:35:00-05:00,422.45,422.45,422.21,422.32,0,0.0,0.0
2024-12-02 07:36:00-05:00,422.39,422.39,422.39,422.39,0,0.0,0.0
2024-12-02 07:37:00-05:00,422.4,422.4,422.4,422.4,0,0.0,0.0
2024-12-02 07:38:00-05:00,422.4,422.4,422.4,422.4,0,0.0,0.0
2024-12-02 07:39:00-05:00,422.3,422.3,422.2,422.23,0,0.0,0.0
2024-12-02 07:42:00-05:00,422.41,422.41,422.35,422.35,0,0.0,0.0
2024-12-02 07:45:00-05:00,422.41,422.42,422.41,422.41,0,0.0,0.0
2024-12-02 07:46:00-05:00,422.41,422.43,422.35,422.35,0,0.0,0.0
2024-12-02 07:47:00-05:00,422.25,422.3,422.25,422.3,0,0.0,0.0
2024-12-02 07:48:00-05:00,422.25,422.3,422.25,422.3,0,0.0,0.0
2024-12-02 07:49:00-05:00,422.3,422.3,422.3,422.3,0,0.0,0.0
2024-12-02 07:50:00-05:00,422.39,422.39,422.3,422.3,0,0.0,0.0
2024-12-02 07:53:00-05:00,422.35,422.37,422.35,422.37,0,0.0,0.0
2024-12-02 07:54:00-05:00,422.37,423.0,422.37,422.97,0,0.0,0.0
2024-12-02 07:55:00-05:00,422.91,422.91,422.91,422.91,0,0.0,0.0
2024-12-02 07:57:00-05:00,423.01,423.01,422.88,422.88,0,0.0,0.0
2024-12-02 08:00:00-05:00,422.611,423.4588,420.7917,422.4238,0,0.0,0.0
2024-12-02 08:01:00-05:00,422.9,423.125,421.7,422.58,0,0.0,0.0
2024-12-02 08:02:00-05:00,422.8,422.8,422.5,422.51,0,0.0,0.0
2024-12-02 08:03:00-05:00,422.46,422.46,422.3625,422.4001,0,0.0,0.0
2024-12-02 08:04:00-05:00,422.56,422.56,422.4,422.48,0,0.0,0.0
2024-12-02 08:05:00-05:00,422.4001,422.56,422.4,422.42,0,0.0,0.0
2024-12-02 08:06:00-05:00,422.56,422.56,422.42,422.49,0,0.0,0.0
2024-12-02 08:07:00-05:00,422.42,422.55,422.42,422.55,0,0.0,0.0
2024-12-02 08:08:00-05:00,422.52,422.5599,422.4,422.5362,0,0.0,0.0
2024-12-02 08:09:00-05:00,422.5599,422.5599,422.3812,422.485,0,0.0,0.0
2024-12-02 08:10:00-05:00,422.5588,422.56,422.42,422.56,0,0.0,0.0
2024-12-02 08:11:00-05:00,422.56,422.56,422.42,422.56,0,0.0,0.0
2024-12-02 08:12:00-05:00,422.475,422.56,422.46,422.56,0,0.0,0.0
2024-12-02 08:13:00-05:00,422.53,422.54,422.53,422.53,0,0.0,0.0
2024-12-02 08:14:00-05:00,422.54,422.56,422.5,422.5,0,0.0,0.0
2024-12-02 08:15:00-05:00,422.36,422.52,422.36,422.4867,0,0.0,0.0
2024-12-02 08:16:00-05:00,422.49,422.49,422.4081,422.475,0,0.0,0.0
2024-12-02 08:17:00-05:00,422.4,422.44,422.4,422.42,0,0.0,0.0
2024-12-02 08:18:00-05:00,422.485,422.52,422.482,422.52,0,0.0,0.0
2024-12-02 08:19:00-05:00,422.52,422.54,422.52,422.54,0,0.0,0.0
2024-12-02 08:20:00-05:00,422.56,422.56,422.45,422.45,0,0.0,0.0
2024-12-02 08:21:00-05:00,422.44,422.55,422.37,422.46,0,0.0,0.0
2024-12-02 08:22:00-05:00,422.56,422.56,422.36,422.36,0,0.0,0.0
2024-12-02 08:23:00-05:00,422.46,422.56,422.3603,422.46,0,0.0,0.0
2024-12-02 08:24:00-05:00,422.41,422.56,422.36,422.56,0,0.0,0.0
2024-12-02 08:25:00-05:00,422.46,422.56,422.41,422.485,0,0.0,0.0
2024-12-02 08:26:00-05:00,422.41,422.56,422.41,422.56,0,0.0,0.0
2024-12-02 08:27:00-05:00,422.56,422.56,422.41,422.46,0,0.0,0.0
2024-12-02 08:28:00-05:00,422.3775,422.52,422.3775,422.49,0,0.0,0.0
2024-12-02 08:29:00-05:00,422.47,422.56,422.47,422.5015,0,0.0,0.0
2024-12-02 08:30:00-05:00,422.53,422.56,422.47,422.515,0,0.0,0.0
2024-12-02 08:31:00-05:00,422.56,422.56,422.47,422.515,0,0.0,0.0
2024-12-02 08:32:00-05:00,422.51,422.515,422.47,422.515,0,0.0,0.0
2024-12-02 08:33:00-05:00,422.5493,422.65,422.47,422.65,0,0.0,0.0
2024-12-02 08:34:00-05:00,422.52,422.59,422.47,422.58,0,0.0,0.0
2024-12-02 08:35:00-05:00,422.47,422.6455,422.47,422.56,0,0.0,0.0
2024-12-02 08:36:00-05:00,422.6,422.6358,422.55,422.6,0,0.0,0.0
2024-12-02 08:37:00-05:00,422.575,422.64,422.55,422.6,0,0.0,0.0
2024-12-02 08:38:00-05:00,422.66,422.66,422.5942,422.61,0,0.0,0.0
2024-12-02 08:39:00-05:00,422.62,422.66,422.559,422.565,0,0.0,0.0
2024-12-02 08:40:00-05:00,422.56,422.6599,422.47,422.585,0,0.0,0.0
2024-12-02 08:41:00-05:00,422.59,422.9,422.47,422.66,0,0.0,0.0
2024-12-02 08:42:00-05:00,422.61,422.83,422.5,422.61,0,0.0,0.0
2024-12-02 08:43:00-05:00,422.9,422.9,422.62,422.74,0,0.0,0.0
2024-12-02 08:44:00-05:00,422.74,422.87,422.61,422.75,0,0.0,0.0
2024-12-02 08:45:00-05:00,422.8414,422.8414,422.56,422.67,0,0.0,0.0
2024-12-02 08:46:00-05:00,422.67,422.77,422.47,422.67,0,0.0,0.0
2024-12-02 08:47:00-05:00,422.6,422.685,422.47,422.476,0,0.0,0.0
2024-12-02 08:48:00-05:00,422.685,422.9,422.47,422.47,0,0.0,0.0
2024-12-02 08:49:00-05:00,422.48,422.7,422.275,422.44,0,0.0,0.0
2024-12-02 08:50:00-05:00,422.475,422.7,422.3,422.49,0,0.0,0.0
2024-12-02 08:51:00-05:00,422.38,422.49,422.27,422.2911,0,0.0,0.0
2024-12-02 08:52:00-05:00,422.413,422.42,422.28,422.3867,0,0.0,0.0
2024-12-02 08:53:00-05:00,422.24,422.365,422.23,422.365,0,0.0,0.0
2024-12-02 08:54:00-05:00,422.365,422.4112,422.23,422.35,0,0.0,0.0
2024-12-02 08:55:00-05:00,422.315,422.35,422.23,422.31,0,0.0,0.0
2024-12-02 08:56:00-05:00,422.25,422.4,422.2001,422.32,0,0.0,0.0
2024-12-02 08:57:00-05:00,422.2,422.4,422.2,422.3,0,0.0,0.0
2024-12-02 08:58:00-05:00,422.34,422.34,422.2,422.2,0,0.0,0.0
2024-12-02 08:59:00-05:00,422.2,422.34,422.2,422.325,0,0.0,0.0
2024-12-02 09:00:00-05:00,422.25,422.99,422.25,422.95,0,0.0,0.0
2024-12-02 09:01:00-05:00,422.95,423.42,422.95,423.23,0,0.0,0.0
2024-12-02 09:02:00-05:00,423.23,423.42,422.95,423.35,0,0.0,0.0
2024-12-02 09:03:00-05:00,423.27,423.35,423.04,423.26,0,0.0,0.0
2024-12-02 09:04:00-05:00,423.205,423.35,422.975,422.975,0,0.0,0.0
2024-12-02 09:05:00-05:00,423.175,423.175,422.95,423.175,0,0.0,0.0
2024-12-02 09:06:00-05:00,423.175,423.3887,422.95,422.95,0,0.0,0.0
2024-12-02 09:07:00-05:00,423.17,423.4,422.95,423.1,0,0.0,0.0
2024-12-02 09:08:00-05:00,422.96,422.96,422.77,422.9455,0,0.0,0.0
2024-12-02 09:09:00-05:00,422.9455,422.95,422.52,422.7,0,0.0,0.0
2024-12-02 09:10:00-05:00,422.72,422.77,422.5001,422.5001,0,0.0,0.0
2024-12-02 09:11:00-05:00,422.71,422.74,422.58,422.65,0,0.0,0.0
2024-12-02 09:12:00-05:00,422.655,422.9399,422.655,422.82,0,0.0,0.0
2024-12-02 09:13:00-05:00,422.94,422.94,422.7,422.82,0,0.0,0.0
2024-12-02 09:14:00-05:00,422.93,422.94,422.7,422.94,0,0.0,0.0
2024-12-02 09:15:00-05:00,422.94,422.94,422.7,422.7,0,0.0,0.0
2024-12-02 09:16:00-05:00,422.94,422.94,422.76,422.9174,0,0.0,0.0
2024-12-02 09:17:00-05:00,422.84,422.84,422.73,422.75,0,0.0,0.0
2024-12-02 09:18:00-05:00,422.75,422.845,422.75,422.75,0,0.0,0.0
2024-12-02 09:19:00-05:00,422.91,422.94,422.79,422.82,0,0.0,0.0
2024-12-02 09:20:00-05:00,422.85,422.94,422.8,422.82,0,0.0,0.0
2024-12-02 09:21:00-05:00,422.87,422.9,422.81,422.875,0,0.0,0.0
2024-12-02 09:22:00-05:00,422.875,422.9,422.7,422.85,0,0.0,0.0
2024-12-02 09:23:00-05:00,422.8,422.9,422.56,422.71,0,0.0,0.0
2024-12-02 09:24:00-05:00,422.665,422.9,422.5,422.9,0,0.0,0.0
2024-12-02 09:25:00-05:00,422.8,423.0,421.79,422.2355,0,0.0,0.0
2024-12-02 09:26:00-05:00,422.06,422.88,421.79,421.93,0,0.0,0.0
2024-12-02 09:27:00-05:00,421.93,422.0,421.54,421.61,0,0.0,0.0
2024-12-02 09:28:00-05:00,421.6,422.0,421.5,421.9,0,0.0,0.0
2024-12-02 09:29:00-05:00,421.9,422.0,421.56,421.56,0,0.0,0.0
2024-12-02 09:30:00-05:00,421.5400085449219,422.239990234375,421.30999755859375,422.1700134277344,612930,0.0,0.0
2024-12-02 09:31:00-05:00,422.239990234375,423.1499938964844,421.5199890136719,423.07000732421875,79202,0.0,0.0
2024-12-02 09:32:00-05:00,422.9949951171875,423.8399963378906,422.8500061035156,422.95001220703125,72272,0.0,0.0
2024-12-02 09:33:00-05:00,422.92999267578125,424.3800048828125,422.7099914550781,424.32000732421875,55943,0.0,0.0
2024-12-02 09:34:00-05:00,424.3900146484375,424.7300109863281,424.2658996582031,424.5899963378906,56819,0.0,0.0
2024-12-02 09:35:00-05:00,424.6886901855469,424.739990234375,424.0899963378906,424.260009765625,41401,0.0,0.0
2024-12-02 09:36:00-05:00,424.2300109863281,424.7200012207031,424.0799865722656,424.6000061035156,42832,0.0,0.0
2024-12-02 09:37:00-05:00,424.66949462890625,424.8599853515625,424.3800964355469,424.8599853515625,42964,0.0,0.0
2024-12-02 09:38:00-05:00,424.8699951171875,425.5360107421875,424.82000732421875,425.3450012207031,103514,0.0,0.0
2024-12-02 09:39:00-05:00,425.4700012207031,425.4700012207031,424.8450012207031,424.9446105957031,45844,0.0,0.0
2024-12-02 09:40:00-05:00,424.80999755859375,425.29998779296875,424.7699890136719,425.2149963378906,34741,0.0,0.0
2024-12-02 09:41:00-05:00,425.21868896484375,425.29998779296875,424.9100036621094,425.19000244140625,36376,0.0,0.0
2024-12-02 09:42:00-05:00,425.0849914550781,425.19500732421875,424.6099853515625,424.760009765625,35655,0.0,0.0
2024-12-02 09:43:00-05:00,424.75,424.9599914550781,424.6199951171875,424.7882995605469,18612,0.0,0.0
2024-12-02 09:44:00-05:00,424.69500732421875,424.989990234375,424.54998779296875,424.8200988769531,32993,0.0,0.0
2024-12-02 09:45:00-05:00,424.90130615234375,425.3800048828125,424.8399963378906,425.3599853515625,40018,0.0,0.0
2024-12-02 09:46:00-05:00,425.30999755859375,425.54998779296875,425.25,425.4700012207031,37860,0.0,0.0
2024-12-02 09:47:00-05:00,425.45001220703125,425.83990478515625,425.3999938964844,425.42999267578125,48129,0.0,0.0
2024-12-02 09:48:00-05:00,425.3500061035156,425.8299865722656,425.3500061035156,425.7699890136719,24490,0.0,0.0
2024-12-02 09:49:00-05:00,425.77288818359375,426.30999755859375,425.75,426.30999755859375,72090,0.0,0.0
2024-12-02 09:50:00-05:00,426.25,426.46990966796875,426.0199890136719,426.0874938964844,58484,0.0,0.0
2024-12-02 09:51:00-05:00,426.1499938964844,426.1499938964844,425.6401062011719,425.8599853515625,50225,0.0,0.0
2024-12-02 09:52:00-05:00,425.9800109863281,426.17999267578125,425.7300109863281,426.05999755859375,49577,0.0,0.0
2024-12-02 09:53:00-05:00,426.1400146484375,426.5,426.1000061035156,426.3100891113281,44590,0.0,0.0
2024-12-02 09:54:00-05:00,426.31500244140625,426.55999755859375,426.1680908203125,426.1680908203125,39150,0.0,0.0
2024-12-02 09:55:00-05:00,426.19000244140625,426.6499938964844,426.1000061035156,426.17999267578125,93721,0.0,0.0
2024-12-02 09:56:00-05:00,426.20001220703125,426.2579040527344,426.1099853515625,426.1317138671875,50133,0.0,0.0
2024-12-02 09:57:00-05:00,426.19439697265625,426.25,425.6400146484375,425.7597961425781,31809,0.0,0.0
2024-12-02 09:58:00-05:00,425.7900085449219,425.9200134277344,425.53399658203125,425.9065856933594,20546,0.0,0.0
2024-12-02 09:59:00-05:00,425.9700012207031,426.29998779296875,425.7900085449219,426.2300109863281,39963,0.0,0.0
2024-12-02 10:00:00-05:00,426.2300109863281,426.82000732421875,425.989990234375,426.7862854003906,72860,0.0,0.0
2024-12-02 10:01:00-05:00,426.7699890136719,426.7699890136719,426.3500061035156,426.42999267578125,44871,0.0,0.0
2024-12-02 10:02:00-05:00,426.42498779296875,426.6499938964844,426.1700134277344,426.4800109863281,50073,0.0,0.0
2024-12-02 10:03:00-05:00,426.4667053222656,427.2200012207031,426.19281005859375,427.20001220703125,131886,0.0,0.0
2024-12-02 10:04:00-05:00,427.1600036621094,427.42999267578125,427.0,427.135009765625,54417,0.0,0.0
2024-12-02 10:05:00-05:00,427.1400146484375,427.6000061035156,427.0899963378906,427.5299987792969,42115,0.0,0.0
2024-12-02 10:06:00-05:00,427.6300048828125,427.94500732421875,427.29998779296875,427.8883972167969,66899,0.0,0.0
2024-12-02 10:07:00-05:00,427.81500244140625,428.0299987792969,427.72430419921875,427.9200134277344,52872,0.0,0.0
2024-12-02 10:08:00-05:00,427.8399963378906,428.0277099609375,427.6700134277344,427.69000244140625,33107,0.0,0.0
2024-12-02 10:09:00-05:00,427.67498779296875,427.7799987792969,427.5497131347656,427.6050109863281,31672,0.0,0.0
2024-12-02 10:10:00-05:00,427.6400146484375,427.9200134277344,427.5732116699219,427.75,29775,0.0,0.0
2024-12-02 10:11:00-05:00,427.7349853515625,428.6300048828125,427.7349853515625,428.5950012207031,75425,0.0,0.0
2024-12-02 10:12:00-05:00,428.55999755859375,428.80999755859375,428.1300964355469,428.6000061035156,78968,0.0,0.0
2024-12-02 10:13:00-05:00,428.5950012207031,428.94000244140625,428.5799865722656,428.69500732421875,41230,0.0,0.0
2024-12-02 10:14:00-05:00,428.6700134277344,428.80999755859375,428.55999755859375,428.7900085449219,36218,0.0,0.0
2024-12-02 10:15:00-05:00,428.79998779296875,429.04998779296875,428.6400146484375,428.93499755859375,72124,0.0,0.0
2024-12-02 10:16:00-05:00,428.94000244140625,429.2900085449219,428.9200134277344,429.1000061035156,41351,0.0,0.0
2024-12-02 10:17:00-05:00,429.0906982421875,429.20001220703125,428.8399963378906,429.1000061035156,67254,0.0,0.0
2024-12-02 10:18:00-05:00,429.1199951171875,429.45269775390625,429.04998779296875,429.17999267578125,91225,0.0,0.0
2024-12-02 10:19:00-05:00,429.21881103515625,429.21881103515625,428.6000061035156,428.760009765625,47378,0.0,0.0
2024-12-02 10:20:00-05:00,428.739990234375,429.4049987792969,428.6099853515625,429.2298889160156,58427,0.0,0.0
2024-12-02 10:21:00-05:00,429.2300109863281,429.239990234375,429.0000915527344,429.1099853515625,39272,0.0,0.0
2024-12-02 10:22:00-05:00,429.04998779296875,429.19989013671875,428.9200134277344,429.07000732421875,33878,0.0,0.0
2024-12-02 10:23:00-05:00,429.07000732421875,429.2898864746094,428.9700012207031,429.1300048828125,42328,0.0,0.0
2024-12-02 10:24:00-05:00,429.1600036621094,429.25,428.8974914550781,428.8999938964844,38155,0.0,0.0
